시간,매도1호가,매도1호가수량,매수1호가,매수1호가수량,매도2호가,매도2호가수량,매수2호가,매수2호가수량,매도3호가,매도3호가수량,매수3호가,매수3호가수량,매도4호가,매도4호가수량,매수4호가,매수4호가수량,매도5호가,매도5호가수량,매수5호가,매수5호가수량,매도6호가,매도6호가수량,매수6호가,매수6호가수량,매도7호가,매도7호가수량,매수7호가,매수7호가수량,매도8호가,매도8호가수량,매수8호가,매수8호가수량,매도9호가,매도9호가수량,매수9호가,매수9호가수량,매도10호가,매도10호가수량,매수10호가,매수10호가수량
2024-07-23 12:07:52,2340.0,1957.0,2335.0,3.0,2345.0,6129.0,2330.0,191.0,2350.0,2757.0,2325.0,3155.0,2355.0,6690.0,2320.0,15581.0,2360.0,13380.0,2315.0,17397.0,2365.0,16642.0,2310.0,23247.0,2370.0,13206.0,2305.0,52058.0,2375.0,6125.0,2300.0,51261.0,2380.0,23476.0,2295.0,5004.0,2385.0,12926.0,2290.0,13693.0
2024-07-23 12:07:53,2335.0,26.0,2325.0,3100.0,2340.0,1682.0,2320.0,10252.0,2345.0,6129.0,2315.0,22732.0,2350.0,2757.0,2310.0,23247.0,2355.0,6690.0,2305.0,52058.0,2360.0,13380.0,2300.0,51261.0,2365.0,16642.0,2295.0,5004.0,2370.0,13206.0,2290.0,13693.0,2375.0,6125.0,2285.0,12336.0,2380.0,23476.0,2280.0,36581.0
2024-07-23 12:07:54,2335.0,26.0,2325.0,3100.0,2340.0,1682.0,2320.0,10252.0,2345.0,6129.0,2315.0,22732.0,2350.0,2757.0,2310.0,23247.0,2355.0,6690.0,2305.0,52058.0,2360.0,13380.0,2300.0,51261.0,2365.0,16642.0,2295.0,5004.0,2370.0,13206.0,2290.0,13693.0,2375.0,6125.0,2285.0,12336.0,2380.0,23476.0,2280.0,36581.0
2024-07-23 12:07:55,2335.0,26.0,2325.0,3100.0,2340.0,1682.0,2320.0,10252.0,2345.0,6129.0,2315.0,22732.0,2350.0,2757.0,2310.0,23247.0,2355.0,6690.0,2305.0,52058.0,2360.0,13380.0,2300.0,51261.0,2365.0,16642.0,2295.0,5004.0,2370.0,13206.0,2290.0,13693.0,2375.0,6125.0,2285.0,12336.0,2380.0,23476.0,2280.0,36581.0
2024-07-23 12:07:56,2335.0,36.0,2325.0,3100.0,2340.0,1682.0,2320.0,10252.0,2345.0,6129.0,2315.0,22732.0,2350.0,2757.0,2310.0,23247.0,2355.0,6690.0,2305.0,52058.0,2360.0,13380.0,2300.0,51261.0,2365.0,16642.0,2295.0,5004.0,2370.0,13206.0,2290.0,13703.0,2375.0,6125.0,2285.0,12336.0,2380.0,23476.0,2280.0,36581.0
2024-07-23 12:07:57,2335.0,36.0,2325.0,3100.0,2340.0,1682.0,2320.0,10252.0,2345.0,6129.0,2315.0,22732.0,2350.0,2793.0,2310.0,23257.0,2355.0,6690.0,2305.0,52058.0,2360.0,13380.0,2300.0,51261.0,2365.0,16642.0,2295.0,5004.0,2370.0,13206.0,2290.0,13693.0,2375.0,6125.0,2285.0,12336.0,2380.0,23476.0,2280.0,36581.0
2024-07-23 12:07:58,2335.0,36.0,2325.0,2961.0,2340.0,1682.0,2320.0,10252.0,2345.0,6129.0,2315.0,22732.0,2350.0,2793.0,2310.0,23257.0,2355.0,6690.0,2305.0,52058.0,2360.0,13380.0,2300.0,51261.0,2365.0,16642.0,2295.0,5004.0,2370.0,13206.0,2290.0,13693.0,2375.0,6125.0,2285.0,12336.0,2380.0,23476.0,2280.0,36581.0
2024-07-23 12:07:59,2335.0,36.0,2325.0,1419.0,2340.0,1682.0,2320.0,10252.0,2345.0,6129.0,2315.0,22732.0,2350.0,2793.0,2310.0,23257.0,2355.0,6690.0,2305.0,52058.0,2360.0,13379.0,2300.0,51261.0,2365.0,16642.0,2295.0,5004.0,2370.0,13206.0,2290.0,13693.0,2375.0,6125.0,2285.0,12336.0,2380.0,23476.0,2280.0,36581.0
2024-07-23 12:08:00,2335.0,36.0,2325.0,1419.0,2340.0,1682.0,2320.0,10252.0,2345.0,6129.0,2315.0,22732.0,2350.0,2793.0,2310.0,23257.0,2355.0,6726.0,2305.0,52058.0,2360.0,13379.0,2300.0,51261.0,2365.0,16642.0,2295.0,5004.0,2370.0,13206.0,2290.0,13693.0,2375.0,6125.0,2285.0,12336.0,2380.0,23476.0,2280.0,36581.0
2024-07-23 12:08:01,2330.0,45.0,2325.0,3569.0,2335.0,36.0,2320.0,10252.0,2340.0,1682.0,2315.0,17397.0,2345.0,6129.0,2310.0,28600.0,2350.0,2793.0,2305.0,52058.0,2355.0,6726.0,2300.0,51261.0,2360.0,13379.0,2295.0,5004.0,2365.0,16642.0,2290.0,13693.0,2370.0,13206.0,2285.0,12336.0,2375.0,6125.0,2280.0,36581.0
